x,y,hab,trait
20,18,ridge,0.10840549419697026
21,18,valley,-1.1957326346017945
22,18,valley,-0.621781072634553
23,18,valley,-0.8067482187634503
24,18,valley,-0.9777004015341599
25,18,valley,-3.780486767646088
1,19,valley,-0.6494844505551368
2,19,valley,-0.7894173464484991
3,19,valley,-0.6539468373795729
4,19,valley,-0.6584626987279507
5,19,ridge,0.512379230738464
6,19,ridge,1.003739287798121
7,19,ridge,1.4148100922990645
8,19,ridge,1.3254646635291512
9,19,valley,-0.2722912449123846
10,19,valley,-1.2201445230063523
11,19,valley,-0.624459438245911
12,19,ridge,0.8181154743473971
13,19,ridge,0.24855624179032745
14,19,valley,-0.4622529705329152
15,19,valley,-0.4013292023862525
16,19,ridge,0.9049549619712738
17,19,ridge,1.0961399520110806
18,19,ridge,0.77218688750356
19,19,ridge,1.6486728816629002
20,19,valley,-0.0931288537082781
21,19,valley,-0.38930883453900667
22,19,valley,-0.7069651855566379
23,19,valley,-0.6709068989132385
24,19,valley,-1.4509639245764718
25,19,ridge,0.07390825359162334
1,20,valley,-1.0612482652867503
2,20,valley,-1.2230695498123128
3,20,valley,-0.6681706224959427
4,20,valley,-0.7876735785477024
5,20,valley,-0.43943241453380816
6,20,ridge,0.9611046846156028
7,20,ridge,1.5276323550804782
8,20,ridge,0.07760555332576038
9,20,valley,-0.05499732951677594
10,20,valley,-0.9263685097721123
11,20,ridge,0.8150528519509328
12,20,ridge,0.3220372586632987
13,20,valley,-0.33717262921274377
14,20,valley,-0.3434916591813693
15,20,ridge,0.23345015087586324
16,20,ridge,1.9160250919607338
17,20,ridge,1.0780346209958411
18,20,ridge,0.7558780488220046
19,20,ridge,0.6679720430396524
20,20,valley,-0.4574276651432646
21,20,valley,-2.2231678850149796
22,20,valley,-1.031242504380876
23,20,valley,-0.5476763894474399
24,20,valley,-1.0027553805887877
25,20,valley,-3.7443502970548614
1,21,valley,-1.88743899505545
2,21,valley,-0.8475021791687223
3,21,valley,-1.0544770359580753
4,21,valley,-0.0776469317712552
5,21,valley,-0.2634095148795915
6,21,valley,0.019976413209509367
7,21,ridge,0.5908866364401257
8,21,valley,0.29987848918700577
9,21,valley,-0.5269865983009192
10,21,valley,-0.4596461194459096
11,21,ridge,1.5588924470836347
12,21,ridge,0.48008727922199035
13,21,valley,-0.752714667981847
14,21,valley,-0.36656685013181084
15,21,valley,0.11495631464064343
16,21,ridge,0.32129344236013435
17,21,valley,-0.10890321407794862
18,21,ridge,0.6354862743252164
19,21,ridge,0.2765813399219503
20,21,ridge,-0.0997369677405871
21,21,valley,0.289877094429604
22,21,valley,0.2371430046438757
23,21,valley,-0.10550060225906344
24,21,valley,-1.1215496814347292
25,21,ridge,1.5806059046739989
1,22,ridge,1.5835362974334928
2,22,ridge,0.2623517350471696
3,22,ridge,0.7072543419857991
4,22,valley,-0.2367999319239651
5,22,valley,0.05839819314957362
6,22,ridge,0.8125606306284625
7,22,ridge,1.2859452356934993
8,22,ridge,0.026795309817932544
9,22,valley,-0.5743348939959042
10,22,ridge,0.7079154217487971
11,22,ridge,1.2149613673399084
12,22,ridge,0.2298555416285078
13,22,ridge,0.3842886808638004
14,22,valley,-0.37079390717029426
15,22,valley,-0.7444419568252258
16,22,ridge,-0.19156853043109198
17,22,ridge,0.0864935505216647
18,22,valley,-0.27768879922548895
19,22,valley,0.08843935843007888
20,22,ridge,0.20113787146046583
21,22,ridge,1.0476434257210476
22,22,ridge,0.21403553136381867
23,22,valley,0.18256204612721771
24,22,ridge,-0.10737850940193955
25,22,valley,-1.2033107082144698
1,23,ridge,3.0864722290957074
2,23,ridge,1.8006790893329763
3,23,ridge,1.497975593638973
4,23,ridge,0.25067084801944234
5,23,ridge,0.17249569935080872
6,23,ridge,0.015770175184270208
7,23,ridge,0.32409622368987806
8,23,valley,-0.43245888703981517
9,23,valley,-0.17141922404513027
10,23,ridge,-0.454488159667478
11,23,ridge,1.447699265070466
12,23,ridge,0.5611741288048774
13,23,ridge,-0.1910358650399852
14,23,valley,0.08972546369147863
15,23,valley,-0.31770024881586284
16,23,valley,-0.43151671415847426
17,23,valley,-0.5004773478211569
18,23,valley,-1.0159082951033853
19,23,valley,-0.6881001531880357
20,23,ridge,1.004909244406773
21,23,ridge,1.3129298876304822
22,23,ridge,-0.06463477433775222
23,23,ridge,-0.6075497197377944
24,23,ridge,0.4771886820189195
25,23,ridge,1.6851369130860148
1,24,ridge,1.1392601735053471
2,24,ridge,2.4601381735159205
3,24,ridge,1.1888973274878802
4,24,ridge,0.33620121609970466
5,24,ridge,0.5051472062160995
6,24,valley,0.26610704177905836
7,24,ridge,0.3215300346384157
8,24,valley,-0.39455791214652475
9,24,valley,-0.7677603591853845
10,24,ridge,0.5696922888351459
11,24,ridge,0.5719232441506652
12,24,ridge,-0.06323584743743346
13,24,valley,-0.35741583316637215
14,24,ridge,0.05309958737459358
15,24,ridge,0.0472871483734753
16,24,ridge,0.18759206941100937
17,24,valley,-0.4067484585569171
18,24,valley,-0.5501222416007039
19,24,ridge,0.4738330929430879
20,24,ridge,0.7337479062621426
21,24,ridge,0.9299195160581228
22,24,valley,-0.31548663354677786
23,24,ridge,0.7421533410575527
24,24,ridge,0.8246947117293488
25,24,ridge,1.9429736616130568
1,25,valley,-0.8979737442567165
2,25,valley,-1.0485518778583378
3,25,ridge,3.4012850795431406
4,25,valley,-1.6758480113656833
5,25,valley,0.25289845280559214
6,25,ridge,0.6602081863185885
7,25,valley,-1.9518396344232882
8,25,valley,-3.742102780308719
9,25,ridge,2.025603832186669
10,25,valley,-1.7421381574466062
11,25,ridge,1.0405374895094677
12,25,valley,-0.1421607501154175
13,25,valley,-0.9069783276578207
14,25,valley,0.06586543218563407
15,25,ridge,2.712617423542496
16,25,ridge,0.9954628501412639
17,25,valley,-2.9758494496612946
18,25,valley,0.03620909746611645
19,25,ridge,1.6184335975867419
20,25,ridge,1.3989792068527007
21,25,valley,-2.517986634871816
22,25,valley,-0.5022519707492856
23,25,ridge,1.856418995812313
24,25,valley,0.17926178024189815
25,25,valley,-1.3165421876418346
